C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,label
1,19,4,2,1,2,4,2,1,4,8392,2,20,3,1,1,3,2,1,2,1
1,10,4,0,1,3,2,3,1,2,22392,1,35,3,1,2,3,1,1,2,1
2,13,2,9,2,4,2,2,1,4,6728,1,22,3,1,1,2,2,1,2,1
1,13,4,0,1,3,3,3,1,2,16976,1,38,3,1,2,2,1,1,1,1
1,13,4,0,1,3,4,3,1,4,17368,2,37,1,2,2,2,2,1,1,1
1,7,4,0,1,2,2,3,1,4,10888,1,39,3,2,1,2,1,1,1,1
4,19,4,3,1,1,4,2,1,4,8784,3,64,3,2,2,1,2,1,2,1
2,25,2,3,3,1,1,2,1,4,30064,4,22,3,1,1,1,2,1,2,1
1,12,4,0,1,3,2,3,1,2,31240,1,35,3,1,2,3,1,1,2,1
1,7,4,3,1,4,1,2,1,4,15656,3,30,3,2,1,3,2,1,2,1
2,49,3,10,2,1,2,3,1,4,60656,4,30,3,2,1,4,2,2,2,1
1,19,2,3,5,4,2,4,1,4,15488,3,22,3,1,2,2,2,1,2,1
1,7,2,3,3,3,2,3,1,3,21176,1,43,3,1,1,3,1,1,2,1
1,12,4,0,1,3,1,3,1,2,31512,1,39,3,2,2,2,1,1,2,1
2,19,2,3,3,2,1,4,1,3,25704,1,24,3,1,1,3,2,1,2,1
4,12,4,0,1,3,1,3,1,4,57824,2,38,3,2,2,2,2,1,2,1
1,7,4,0,1,3,1,3,1,3,29408,1,36,3,1,3,3,1,1,2,1
1,7,4,0,5,2,1,3,1,3,37728,1,43,3,2,2,2,1,1,2,1
2,12,3,3,1,4,2,3,1,4,38168,2,50,3,2,1,3,2,1,2,1
1,13,2,2,1,5,4,2,1,4,5216,2,23,3,1,1,3,2,1,2,1
2,10,4,3,1,5,2,3,1,4,9232,1,36,3,2,3,2,2,1,2,1
4,16,2,0,5,3,3,3,1,2,28448,4,28,3,2,1,3,2,1,2,1
3,43,4,1,1,5,4,3,1,4,38368,4,55,3,3,1,3,2,1,2,1
3,31,4,3,1,5,4,3,1,4,24136,2,46,3,2,1,3,2,1,2,1
4,37,4,0,1,5,4,3,1,4,52912,3,33,3,2,2,4,2,2,2,1
4,25,2,3,3,4,4,2,1,1,11008,3,27,3,2,1,3,2,1,2,1
1,16,2,0,1,2,2,3,1,3,13768,1,35,3,2,1,3,2,1,2,1
1,7,4,0,1,5,1,2,1,4,6880,4,38,3,2,2,3,2,2,2,1
4,13,4,0,1,5,4,3,1,1,11960,1,37,3,2,2,2,1,1,2,1
4,13,4,3,1,5,2,3,1,2,15472,4,25,3,2,2,3,2,1,2,1
4,25,4,1,1,5,4,2,1,2,30944,3,40,3,1,2,4,2,2,2,1
4,13,4,5,5,4,4,2,1,4,7968,1,22,3,2,2,3,2,1,2,1
1,25,2,10,1,5,4,2,3,4,14040,1,57,3,2,1,2,2,2,2,1
4,19,4,0,1,3,4,2,1,3,8224,1,35,3,2,2,3,2,1,2,1
2,25,4,9,5,4,4,3,1,3,22600,4,33,3,2,2,3,1,2,2,1
2,19,2,6,5,3,4,3,1,4,9912,4,60,3,3,1,3,2,1,2,1
1,19,2,0,1,2,4,2,1,3,9728,3,22,3,1,1,3,2,2,2,0
4,25,2,9,1,4,4,3,1,1,10064,1,24,3,2,1,3,2,2,2,1
4,19,4,6,2,3,4,2,1,2,14912,1,29,3,2,2,3,2,1,2,0
4,25,2,0,2,2,4,4,1,3,11792,1,32,3,2,1,3,2,2,2,1
1,25,4,9,2,4,4,3,1,1,11056,1,25,3,2,2,3,2,2,2,1
4,13,2,0,1,3,4,1,1,2,5120,1,48,3,2,1,2,2,1,2,1
3,37,2,3,1,3,2,3,1,2,31352,1,22,3,2,1,3,2,2,2,1
4,13,4,3,5,5,1,3,2,4,18648,1,48,3,2,1,3,2,2,2,1
1,13,4,3,1,4,4,2,1,3,3080,1,57,3,2,4,2,2,2,2,1
4,13,4,3,1,5,2,3,1,4,13240,1,62,3,2,2,2,2,2,2,1
4,22,2,3,5,5,4,3,1,3,25280,2,40,3,2,1,3,2,2,2,1
4,37,2,0,5,3,4,3,1,4,24632,1,35,3,2,1,3,2,1,2,1
4,13,4,0,3,3,4,3,1,4,9304,1,43,3,2,1,3,2,2,2,1
4,25,2,1,1,2,4,2,1,1,21432,4,28,3,2,1,4,2,2,2,1
4,49,4,3,5,5,4,3,1,1,28624,1,46,3,2,1,3,2,2,2,1
4,37,3,0,1,5,2,3,1,2,87000,3,44,3,2,2,3,1,2,2,1
1,13,3,0,1,3,4,3,1,2,10752,1,42,3,2,2,2,1,1,2,1
4,7,4,3,2,3,1,2,1,1,9896,2,26,3,2,2,3,2,1,2,1
4,13,2,3,1,3,2,3,1,4,24616,3,51,3,2,1,3,2,2,2,1
4,25,2,3,1,4,4,3,1,2,18272,3,27,3,2,1,3,2,2,2,1
2,13,2,3,1,3,1,2,1,1,12536,3,21,3,2,1,3,2,2,2,1
4,25,3,0,1,5,4,3,1,4,16256,4,59,3,3,2,3,2,2,2,1
4,37,2,3,3,5,4,3,1,4,18392,3,38,3,2,1,3,2,1,2,1
4,25,2,2,5,4,4,3,1,2,7432,3,30,2,2,1,3,2,2,2,1
3,13,2,3,5,5,2,3,1,3,27192,3,36,3,2,1,4,2,1,2,1
4,22,4,1,1,5,1,3,1,4,26200,3,35,3,2,1,4,2,2,2,1
4,25,4,0,4,5,4,3,1,4,15520,1,59,3,2,1,3,2,2,2,1
1,22,4,0,1,5,4,4,1,3,12816,3,29,3,2,2,3,2,2,2,1
4,16,2,3,5,5,4,3,1,2,15832,3,34,3,2,1,3,2,1,2,1
4,37,4,3,5,5,4,3,1,2,26736,3,50,3,2,1,3,2,2,2,1
2,19,2,0,2,3,2,3,1,2,46928,3,29,3,2,2,3,2,2,2,1
1,13,2,0,4,3,1,3,1,3,29208,2,30,3,2,1,3,1,1,2,1
4,25,4,1,1,4,4,3,1,3,18768,3,34,3,2,2,3,2,2,2,1
4,37,3,3,1,3,4,2,1,4,35632,1,33,3,2,2,3,2,1,2,1
1,7,4,0,4,4,3,2,1,4,5328,1,38,3,2,2,2,2,2,2,1
2,25,3,0,5,3,4,2,1,4,15720,3,41,3,1,2,3,2,2,2,1
2,13,4,0,2,2,4,3,1,1,15960,3,26,3,2,1,3,2,1,2,1
2,31,2,3,5,5,2,2,1,4,23928,3,24,3,2,1,3,2,1,2,1
2,31,0,9,1,3,2,2,1,1,33768,3,27,3,2,2,3,2,1,2,1
1,10,2,3,1,4,3,3,1,4,10912,1,58,3,2,1,3,2,1,2,1
2,19,4,2,1,5,2,3,1,1,50888,4,40,3,2,1,3,2,2,2,1
2,13,4,3,1,3,1,2,1,1,28584,1,22,3,2,1,2,2,1,2,1
2,37,3,9,1,3,2,1,1,2,35640,1,29,2,2,2,4,2,2,2,0
1,10,2,2,1,3,3,3,1,2,17088,1,24,3,2,1,3,2,1,2,1
2,43,4,9,1,4,2,2,1,1,47632,1,40,1,2,2,2,2,1,2,1
4,25,4,2,4,3,4,3,1,4,30216,1,39,3,2,1,3,2,2,2,1
2,25,3,9,5,3,4,3,1,2,37696,2,33,1,2,2,4,2,2,2,1
2,37,3,0,1,3,2,2,1,2,59456,2,53,3,1,1,3,2,1,2,1
4,25,4,3,1,4,4,4,3,2,14808,3,32,3,2,2,3,2,2,2,1
4,13,4,9,1,3,4,2,3,2,11296,1,28,3,2,2,4,2,2,2,1
4,19,2,3,1,2,3,4,1,4,11784,1,38,3,2,1,3,2,2,2,1
4,25,2,3,1,2,4,2,1,3,12264,3,37,2,2,1,3,2,2,2,1
1,16,2,0,1,3,3,2,1,2,31672,2,28,3,2,1,3,2,2,2,0
1,7,2,2,1,5,2,2,1,1,3424,2,48,1,2,1,3,2,2,2,1
2,13,4,0,3,4,3,1,1,3,18928,3,35,3,2,1,4,2,2,2,1
4,13,2,2,1,3,4,2,1,1,6104,1,25,3,2,1,3,2,2,2,1
2,19,2,0,1,4,3,3,1,3,50080,1,27,3,1,1,2,2,1,2,1
4,25,2,1,4,3,2,2,1,4,20824,3,27,3,1,1,3,2,2,2,1
4,10,4,6,3,5,4,3,1,2,7488,3,51,3,2,2,3,2,2,2,1
4,25,2,2,3,5,4,3,1,3,24496,4,31,3,1,1,3,2,2,2,1
2,37,2,3,1,2,4,2,1,1,38360,4,29,3,2,1,4,2,2,2,1
4,37,4,1,1,5,2,3,1,2,46736,2,34,3,2,2,3,1,2,2,1
2,7,2,3,1,2,4,4,1,3,16504,3,29,3,1,1,4,2,2,2,1
4,16,2,3,3,5,4,3,1,3,9704,2,46,2,2,1,3,2,2,2,1
4,25,4,3,1,2,3,4,1,3,40824,4,46,3,3,3,3,2,2,2,1
4,16,2,4,5,2,4,2,1,1,6992,1,23,3,2,1,3,2,1,2,1
4,7,2,2,3,3,1,3,1,2,23824,3,31,3,2,1,3,2,2,2,1
4,19,2,0,1,3,2,4,1,2,14560,2,29,3,2,1,4,2,2,2,1
4,19,2,2,1,3,3,3,1,4,20120,1,42,3,2,1,3,2,2,2,1
4,19,2,3,1,2,3,2,1,1,11624,1,25,3,2,1,3,2,1,2,1
4,11,2,0,1,3,2,2,1,4,10912,3,63,3,2,1,3,2,2,2,1
4,7,2,2,4,3,4,1,1,2,12344,1,32,3,2,1,3,2,1,2,1
2,13,2,0,4,5,4,3,1,4,10544,1,53,3,2,1,3,2,2,2,1
1,25,1,0,2,4,2,3,1,3,18600,3,31,1,2,1,3,2,1,2,1
2,7,4,8,5,4,1,2,1,3,7456,2,38,3,2,2,2,2,1,2,1
3,25,4,3,5,3,3,3,1,2,25184,3,30,3,2,2,3,2,2,2,1
4,37,2,3,5,5,2,2,1,4,30680,1,44,3,2,1,2,2,2,2,1
4,10,2,6,5,5,1,3,1,4,30656,1,63,3,2,1,2,2,1,2,1
4,10,4,2,1,1,2,3,1,3,19248,3,30,3,2,1,4,2,1,2,1
4,37,2,3,5,3,4,2,1,4,19152,3,24,3,2,1,3,2,1,2,1
4,22,2,1,5,5,4,3,1,4,19808,1,45,3,2,1,4,2,2,2,1
1,25,2,1,5,5,4,3,1,4,23712,4,48,1,3,1,3,1,2,2,1
1,13,2,2,5,5,2,1,1,4,10096,2,48,3,2,1,2,2,2,2,1
4,13,2,9,1,4,2,3,1,4,12336,3,35,3,2,1,3,2,2,2,1
2,25,4,3,1,5,4,3,1,2,13944,2,47,3,2,2,2,2,1,2,1
3,13,1,3,4,3,3,2,1,3,3272,1,41,3,1,2,3,2,1,2,1
4,13,2,3,1,2,2,2,1,2,17368,3,28,1,2,1,3,2,1,2,1
4,49,4,1,5,4,2,3,1,1,70864,4,34,3,3,2,3,2,2,2,1
2,25,2,0,2,4,2,3,1,3,28096,3,37,1,2,2,3,2,2,2,1
1,13,2,3,1,3,4,2,1,1,11984,3,22,1,2,1,3,2,1,2,1
2,49,1,9,1,5,4,2,1,3,51328,4,58,3,1,1,3,2,1,2,0
4,13,4,3,1,3,4,2,1,2,10328,2,34,3,2,2,3,2,1,2,1
3,25,4,9,4,3,2,1,1,4,10200,1,35,3,2,2,3,2,2,2,1
4,25,2,2,1,4,2,2,1,4,31776,2,24,3,1,1,3,2,2,2,1
4,16,4,2,1,3,4,3,1,2,26744,4,27,3,3,1,3,2,2,2,1
3,16,2,6,1,2,4,2,1,4,3136,2,22,3,1,1,3,2,2,2,1
4,31,4,3,1,4,4,2,1,2,46168,3,24,3,2,2,3,2,1,2,1
4,25,4,9,1,3,3,3,1,2,36208,1,73,3,2,1,4,2,2,2,1
4,16,4,2,1,4,2,2,2,3,22304,3,23,1,2,2,3,2,1,2,1
4,7,4,3,1,3,1,2,1,1,11056,3,27,3,2,2,3,2,2,2,1
3,37,2,3,1,3,4,3,1,1,46784,3,23,3,2,1,3,2,1,2,1
1,13,2,0,1,3,4,2,1,2,9824,1,23,3,2,1,2,2,1,2,0
4,25,2,3,1,4,3,3,1,1,12416,3,31,1,2,1,3,1,1,2,1
4,25,2,3,3,5,3,1,1,2,25880,3,35,3,2,1,4,2,2,2,1
4,25,4,9,2,3,3,3,1,3,33112,2,26,3,2,2,2,2,2,2,1
2,13,4,1,2,2,3,3,1,4,14432,2,43,3,2,1,3,2,1,2,1
4,19,2,9,1,4,4,3,1,1,15600,3,33,2,2,2,3,2,2,2,1
4,49,3,3,3,4,4,3,1,1,101992,3,36,3,2,1,4,2,2,2,1
4,19,4,0,1,2,4,2,1,1,8440,2,29,3,2,2,3,2,1,2,1
1,31,0,9,5,2,2,3,1,3,64576,3,24,1,2,3,3,2,1,2,1
4,31,4,3,1,3,4,2,1,2,22648,3,32,3,2,1,3,2,2,2,1
4,10,2,9,1,4,3,2,1,2,11592,3,26,3,2,2,3,2,1,2,1
4,13,2,0,5,5,4,3,1,3,19120,3,49,3,2,1,3,2,2,2,1
4,25,2,3,3,5,3,3,1,2,27440,3,30,3,2,1,3,1,2,2,1
2,37,2,6,1,4,3,3,1,1,18184,3,31,3,2,2,3,1,1,2,1
2,37,2,6,5,3,2,4,1,2,29688,3,26,3,2,1,3,2,1,2,1
2,49,2,0,5,4,1,2,1,2,67896,3,23,3,2,1,3,2,1,2,1
4,25,2,0,5,2,4,3,1,1,18040,2,53,3,2,1,3,2,1,2,1
4,13,2,3,1,3,3,3,1,2,10096,3,24,3,2,1,3,2,1,2,1
4,34,4,1,1,4,3,3,1,2,58024,3,34,3,2,2,4,2,2,2,1
4,7,4,0,1,4,1,3,1,3,54088,4,44,3,2,2,4,1,2,2,1
4,19,4,2,1,3,4,2,1,2,14536,4,27,3,2,2,3,2,1,2,1
4,13,2,3,2,4,3,3,1,1,17128,4,34,3,2,1,3,2,1,2,1
4,49,1,9,1,3,1,2,1,1,28872,1,26,2,2,1,3,2,1,2,1
4,31,2,3,3,5,4,3,1,2,18664,3,29,1,2,1,4,2,1,2,1
3,19,1,3,5,4,4,3,1,4,11560,3,48,1,2,1,2,2,1,2,1
1,25,2,2,5,2,1,2,1,2,61768,2,29,3,2,1,3,2,2,1,1
2,19,2,9,1,5,1,3,2,1,35512,1,32,1,2,1,4,2,2,2,1
1,13,2,3,1,3,2,3,1,2,8856,1,19,3,1,1,4,1,2,2,1
2,16,2,3,5,2,4,3,1,1,11552,2,22,3,2,1,3,2,1,2,1
2,49,1,0,5,1,4,3,2,4,97352,4,35,3,3,1,4,2,2,2,1
3,5,2,0,5,2,1,3,1,2,11952,1,28,3,2,1,2,1,1,1,1
1,25,1,2,3,3,4,3,1,4,22624,1,21,2,2,1,3,2,2,2,1
1,25,1,2,3,3,4,3,1,4,19864,1,21,2,2,1,3,2,2,2,1
3,7,4,0,1,3,1,3,1,1,10392,1,73,3,2,3,1,1,1,1,1
2,10,2,0,5,2,4,3,1,2,12392,1,34,3,2,1,1,2,1,2,1
4,11,2,1,5,2,1,2,1,4,23208,1,30,3,1,1,3,2,1,2,1
3,7,2,0,4,2,2,4,1,2,5672,1,26,3,2,1,1,2,1,1,1
4,11,2,0,5,5,4,3,2,2,10296,2,44,3,2,1,2,2,1,1,1
3,31,4,3,5,5,4,3,1,4,29248,2,48,2,2,2,2,2,1,2,1
1,19,2,2,4,3,4,3,1,2,21272,3,27,3,2,1,3,2,1,2,1
4,25,4,3,4,3,4,2,1,1,12128,1,42,3,2,2,2,2,1,2,1
4,15,3,0,1,3,4,3,1,2,6416,3,26,3,2,2,2,2,1,2,1
4,22,2,9,4,5,4,2,1,4,12576,1,35,1,2,1,2,2,1,2,1
2,49,1,9,2,4,4,3,1,2,28528,3,29,3,2,1,3,2,1,2,1
4,25,2,3,1,5,4,3,1,1,10224,1,35,3,2,1,4,2,2,2,1
4,7,0,3,1,5,4,4,1,4,3408,3,38,3,2,1,2,2,1,2,1
4,40,2,1,2,5,4,3,1,2,68704,3,44,3,2,1,4,2,2,2,1
1,31,2,1,1,3,4,1,1,4,30856,2,39,3,2,1,4,2,2,2,1
2,13,2,0,1,4,2,4,1,3,5480,3,24,1,2,1,2,2,1,2,0
1,25,2,3,1,5,4,2,1,4,12824,3,54,3,2,1,3,2,1,2,1
1,25,2,3,1,5,4,3,1,4,19072,1,63,1,1,1,2,2,1,2,1
4,40,2,1,3,3,4,3,1,4,20552,3,23,3,2,1,3,2,1,2,1
4,16,4,3,3,3,2,4,1,2,10528,2,46,3,2,2,2,2,1,2,1
4,61,2,0,1,5,2,3,1,4,82928,2,41,3,2,1,4,2,2,2,1
4,19,2,9,2,3,3,2,1,4,12544,2,23,3,1,1,2,2,1,2,1
4,19,4,3,3,5,4,3,1,3,5032,2,31,1,2,2,4,2,2,2,1
4,25,2,1,2,4,3,2,1,4,27904,3,22,3,2,1,3,2,1,2,1
4,19,4,3,1,3,4,3,1,2,14400,3,23,3,2,2,3,2,1,2,1
4,25,3,2,2,3,2,3,1,3,33208,2,34,3,2,2,3,2,1,2,1
2,16,2,5,2,3,3,2,1,2,21048,1,24,3,2,1,2,2,1,2,1
4,22,2,1,5,3,1,3,1,3,41984,3,25,3,2,1,3,2,1,2,1
2,19,3,0,5,5,4,3,1,4,23192,3,42,3,2,1,3,1,1,2,1
4,13,2,3,1,5,4,3,1,4,6432,3,37,3,2,1,3,2,1,2,1
4,37,2,3,1,5,4,3,1,2,28760,3,27,3,2,1,3,2,1,2,1
4,37,4,1,4,5,4,3,1,2,45688,3,37,3,2,2,4,2,2,2,1
3,16,2,9,1,4,2,3,1,4,21496,2,25,3,1,1,3,2,2,2,1
1,16,3,2,1,5,1,2,1,4,29144,2,26,3,2,2,2,2,1,2,1
4,11,4,2,1,2,1,2,1,3,17168,1,22,3,1,2,3,2,1,2,1
1,11,2,3,1,5,3,3,1,4,18520,1,51,3,2,1,2,2,1,2,1
4,6,2,9,1,4,1,3,1,4,27584,1,73,3,2,1,2,2,1,2,1
4,16,2,2,1,2,2,3,1,3,21664,2,26,1,2,2,2,2,1,2,1
4,12,4,0,1,2,4,2,1,4,11144,3,34,3,2,2,4,2,1,2,1
3,11,2,2,1,2,4,2,1,2,10200,2,22,3,2,1,3,2,1,2,1
4,13,2,3,1,2,4,2,1,3,11944,3,33,3,2,1,3,1,1,2,1
4,23,2,3,3,5,3,3,1,4,21400,3,39,3,2,1,3,2,1,2,1
4,37,2,0,3,5,4,3,1,4,7272,2,35,3,2,1,3,2,1,2,1
4,13,4,2,1,2,2,2,1,4,10064,2,21,3,1,2,2,2,1,2,1
4,16,1,3,2,5,4,3,1,4,12552,3,33,1,2,1,2,1,1,2,1
4,7,2,1,3,3,2,3,1,4,9888,2,49,3,1,1,3,2,1,2,1
4,37,3,2,3,4,2,2,1,4,61424,3,39,3,2,2,3,2,2,2,1
4,25,2,2,3,5,3,3,1,4,22680,2,52,3,2,1,3,2,1,2,1
4,25,2,1,1,5,4,3,1,4,21360,3,34,3,2,1,4,2,2,2,1
4,13,1,8,3,3,4,2,1,3,27576,1,34,3,2,1,2,1,1,2,1
4,16,2,3,1,5,4,2,1,2,28544,3,53,1,1,1,4,2,2,2,1
2,22,4,9,1,4,2,3,1,3,29216,2,26,3,2,2,3,2,1,2,1
1,25,2,3,1,3,2,2,1,4,29280,3,27,3,2,1,3,2,1,2,1
3,10,2,3,2,5,2,1,1,4,9008,1,48,3,2,1,3,2,1,2,1
3,7,3,3,1,2,2,2,1,1,5464,2,28,1,2,1,3,2,1,2,1
3,13,2,2,1,3,1,2,1,2,18008,3,45,3,2,1,2,2,1,2,1
4,13,2,1,5,2,1,2,1,4,37400,3,19,3,1,1,3,2,1,2,1
2,22,3,0,1,3,1,1,1,4,18824,2,46,3,2,2,3,2,1,2,1
1,22,2,3,4,2,4,2,1,2,26856,3,28,1,2,1,3,2,1,2,1
4,7,2,0,1,1,1,2,1,4,5376,1,53,3,2,1,1,2,2,2,1
1,7,4,3,3,5,4,3,1,4,2704,3,51,3,2,2,3,2,1,2,1
4,10,2,3,1,3,1,3,1,2,21576,1,31,3,2,1,3,1,1,2,1
4,10,2,0,3,5,2,3,1,4,20056,4,50,3,3,1,2,2,1,2,1
4,16,3,3,1,3,4,4,1,3,11824,1,32,1,2,2,3,2,1,2,1
4,13,4,6,5,2,2,3,1,1,28520,2,36,3,2,2,2,1,1,2,1
4,7,4,3,5,3,1,3,1,2,15184,1,33,3,2,2,2,1,1,2,1
2,7,3,9,2,5,1,1,1,2,11592,3,30,1,2,2,3,1,1,2,1
4,16,3,2,4,4,3,2,1,2,7680,2,29,3,2,2,3,2,1,2,1
4,37,2,1,1,3,1,2,1,2,65064,2,29,1,2,1,3,2,1,2,1
4,10,2,2,2,2,2,2,1,4,18408,2,21,3,1,1,3,2,1,2,1
4,7,3,9,2,3,1,3,1,2,13944,1,33,3,2,2,2,2,1,2,1
2,13,2,2,4,2,1,2,1,4,7864,1,18,3,1,1,2,2,1,2,1
4,19,3,3,1,1,2,4,1,3,18560,1,33,3,2,2,3,2,1,2,1
1,13,1,8,1,5,4,4,1,1,2712,3,44,1,2,1,2,2,1,2,1
3,25,2,3,1,4,4,3,1,2,41216,3,24,1,2,1,3,2,1,2,1
3,25,2,2,1,2,2,2,1,4,29992,3,25,3,2,1,3,2,1,2,1
4,10,4,3,5,3,1,3,1,2,24592,1,32,3,2,2,3,1,1,2,1
1,7,2,2,1,3,1,3,1,2,10992,1,35,1,2,1,2,2,2,2,1
4,7,1,0,5,3,1,3,3,2,6264,1,25,2,2,1,2,1,1,2,1
1,22,2,3,1,2,4,2,1,4,20848,2,27,3,1,1,4,2,2,2,1
4,55,0,1,5,3,2,3,1,2,75488,2,38,3,2,1,2,1,1,2,1
4,13,4,3,5,5,4,3,1,4,7440,1,64,3,2,4,3,2,1,2,1
4,7,4,0,4,3,2,2,1,2,2000,1,40,1,2,2,2,2,1,2,1
2,25,2,0,1,2,4,3,1,1,9608,2,25,3,2,1,3,2,1,2,1
4,16,2,1,5,5,4,3,1,4,10400,4,44,1,3,1,3,1,1,2,1
4,25,1,9,1,4,4,3,1,4,12472,3,39,1,2,1,3,2,2,2,1
4,7,0,0,2,3,4,3,1,1,9632,4,34,1,1,1,3,2,1,1,1
4,11,2,0,3,3,3,3,1,2,12776,4,39,3,1,1,2,1,1,1,1
4,13,2,3,2,3,4,2,2,2,16584,1,27,3,2,1,3,2,1,2,1
4,12,2,9,4,5,1,1,1,2,17136,1,27,3,2,1,3,2,2,2,1
4,11,2,0,1,3,3,3,1,2,12368,1,30,3,2,1,2,1,1,1,1
4,25,4,0,4,5,4,2,1,4,10296,1,36,3,2,2,3,2,2,2,1
4,11,2,0,2,3,3,3,1,2,11344,1,34,3,1,1,2,2,1,1,1
3,7,4,0,1,5,1,3,1,4,10744,1,45,3,2,2,3,1,1,1,1
4,19,2,0,5,4,4,3,1,3,21296,2,31,3,2,1,3,2,1,1,1
